bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window
,chr3,420153.0,193989857,HUVEC|chr3:193986953-193989857,193986953,0,chr3,194410800,HUVEC|chr3:194406316-194410800,194406316,,,,,,
,chr3,1898890.0,120500906,HUVEC|chr3:120500600-120500906,120500600,0,chr3,122400003,HUVEC|chr3:122399283-122400003,122399283,,,,,,
,chr3,1590354.5,120513081,HUVEC|chr3:120512232-120513081,120512232,0,chr3,122103361,HUVEC|chr3:122102661-122103361,122102661,,,,,,
,chr3,14707.5,156407927,HUVEC|chr3:156407398-156407927,156407398,0,chr3,156394182,HUVEC|chr3:156391728-156394182,156391728,,,,,,
,chr3,878660.5,50655400,HUVEC|chr3:50654930-50655400,50654930,0,chr3,51534622,HUVEC|chr3:51533029-51534622,51533029,,,,,,
,chr3,2309339.5,168869508,HUVEC|chr3:168867600-168869508,168867600,0,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,,,,,,
,chr3,1379573.0,50650200,HUVEC|chr3:50649800-50650200,50649800,0,chr3,52030172,HUVEC|chr3:52028974-52030172,52028974,,,,,,
,chr3,716300.0,58319937,HUVEC|chr3:58319000-58319937,58319000,0,chr3,59036099,HUVEC|chr3:59035438-59036099,59035438,,,,,,
,chr3,17066.5,156412000,HUVEC|chr3:156408043-156412000,156408043,0,chr3,156394182,HUVEC|chr3:156391728-156394182,156391728,,,,,,
,chr3,11095.0,156262666,HUVEC|chr3:156260200-156262666,156260200,0,chr3,156273547,HUVEC|chr3:156271509-156273547,156271509,,,,,,
,chr3,1249657.5,99562141,HUVEC|chr3:99561980-99562141,99561980,0,chr3,98312915,HUVEC|chr3:98311891-98312915,98311891,,,,,,
,chr5,49599.0,172148869,HUVEC|chr5:172148725-172148869,172148725,0,chr5,172199992,HUVEC|chr5:172196800-172199992,172196800,,,,,,
,chr5,1500568.0,56791907,HUVEC|chr5:56789785-56791907,56789785,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,475454.5,54290000,HUVEC|chr5:54288938-54290000,54288938,0,chr5,53814499,HUVEC|chr5:53813530-53814499,53813530,,,,,,
,chr5,2478732.0,141071322,HUVEC|chr5:141071123-141071322,141071123,0,chr5,143550597,HUVEC|chr5:143549312-143550597,143549312,,,,,,
,chr5,745480.5,172300931,HUVEC|chr5:172294970-172300931,172294970,0,chr5,173044227,HUVEC|chr5:173042635-173044227,173042635,,,,,,
,chr5,1682933.0,55497088,HUVEC|chr5:55496807-55497088,55496807,0,chr5,53814499,HUVEC|chr5:53813530-53814499,53813530,,,,,,
,chr5,425774.5,139601715,HUVEC|chr5:139601314-139601715,139601314,0,chr5,140027965,HUVEC|chr5:140026613-140027965,140026613,,,,,,
,chr5,2287540.0,92696818,HUVEC|chr5:92693516-92696818,92693516,0,chr5,94983102,HUVEC|chr5:94982312-94983102,94982312,,,,,,
,chr5,1469514.0,53820984,HUVEC|chr5:53820544-53820984,53820544,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,2332768.5,56789544,HUVEC|chr5:56788726-56789544,56788726,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,468869.5,54283368,HUVEC|chr5:54282400-54283368,54282400,0,chr5,53814499,HUVEC|chr5:53813530-53814499,53813530,,,,,,
,chr5,1225153.5,171530599,HUVEC|chr5:171529800-171530599,171529800,0,chr5,172756590,HUVEC|chr5:172754116-172756590,172754116,,,,,,
,chr5,460525.0,172294878,HUVEC|chr5:172294778-172294878,172294778,0,chr5,172756590,HUVEC|chr5:172754116-172756590,172754116,,,,,,
,chr5,2267251.0,55488052,HUVEC|chr5:55487254-55488052,55487254,0,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,,,,,,
,chr5,894634.0,172148869,HUVEC|chr5:172148725-172148869,172148725,0,chr5,173044227,HUVEC|chr5:173042635-173044227,173042635,,,,,,
,chr5,2290998.5,92692227,HUVEC|chr5:92691190-92692227,92691190,0,chr5,94983102,HUVEC|chr5:94982312-94983102,94982312,,,,,,
,chr5,795310.0,172410400,HUVEC|chr5:172410263-172410400,172410263,0,chr5,171615872,HUVEC|chr5:171614171-171615872,171614171,,,,,,
,chr5,244706.0,173000118,HUVEC|chr5:173000000-173000118,173000000,0,chr5,172756590,HUVEC|chr5:172754116-172756590,172754116,,,,,,
,chr5,1470107.5,53820383,HUVEC|chr5:53819958-53820383,53819958,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,57984.5,172140560,HUVEC|chr5:172140263-172140560,172140263,0,chr5,172199992,HUVEC|chr5:172196800-172199992,172196800,,,,,,
,chr5,1050720.5,142388782,HUVEC|chr5:142388628-142388782,142388628,0,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,,,,,,
,chr5,2013686.0,92692227,HUVEC|chr5:92691190-92692227,92691190,0,chr5,90680861,HUVEC|chr5:90675184-90680861,90675184,,,,,,
,chr5,54160.0,172144438,HUVEC|chr5:172144034-172144438,172144034,0,chr5,172199992,HUVEC|chr5:172196800-172199992,172196800,,,,,,
,chr5,1594886.0,139743200,HUVEC|chr5:139742997-139743200,139742997,0,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,,,,,,
,chr5,15933.5,54472800,HUVEC|chr5:54471800-54472800,54471800,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,1346502.5,141072200,HUVEC|chr5:141071910-141072200,141071910,0,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,,,,,,
,chr5,2275370.5,55480408,HUVEC|chr5:55478659-55480408,55478659,0,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,,,,,,
,chr5,315436.0,54141004,HUVEC|chr5:54140857-54141004,54140857,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,262005.0,172149529,HUVEC|chr5:172149000-172149529,172149000,0,chr5,172411967,HUVEC|chr5:172410572-172411967,172410572,,,,,,
,chr5,2335610.5,173739051,HUVEC|chr5:173738800-173739051,173738800,0,chr5,176075121,HUVEC|chr5:176073951-176075121,176073951,,,,,,
,chr5,442963.5,139601715,HUVEC|chr5:139601314-139601715,139601314,0,chr5,140045097,HUVEC|chr5:140043859-140045097,140043859,,,,,,
,chr5,2007663.0,92686079,HUVEC|chr5:92685292-92686079,92685292,0,chr5,90680861,HUVEC|chr5:90675184-90680861,90675184,,,,,,
,chr5,17546.0,139743200,HUVEC|chr5:139742997-139743200,139742997,0,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,,,,,,
,chr5,1673638.5,55488052,HUVEC|chr5:55487254-55488052,55487254,0,chr5,53814499,HUVEC|chr5:53813530-53814499,53813530,,,,,,
,chr5,429603.0,172142975,HUVEC|chr5:172141336-172142975,172141336,0,chr5,172572284,HUVEC|chr5:172571233-172572284,172571233,,,,,,
,chr5,2302258.0,115152910,HUVEC|chr5:115151200-115152910,115151200,0,chr5,112850377,HUVEC|chr5:112849217-112850377,112849217,,,,,,
,chr5,472809.0,54287903,HUVEC|chr5:54285744-54287903,54285744,0,chr5,53814499,HUVEC|chr5:53813530-53814499,53813530,,,,,,
,chr5,1044328.0,141071634,HUVEC|chr5:141071600-141071634,141071600,0,chr5,140027965,HUVEC|chr5:140026613-140027965,140026613,,,,,,
,chr5,2328077.0,56785200,HUVEC|chr5:56783687-56785200,56783687,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,2274584.0,95199101,HUVEC|chr5:95192751-95199101,95192751,0,chr5,92921830,HUVEC|chr5:92920854-92921830,92920854,,,,,,
,chr5,2324876.0,115174746,HUVEC|chr5:115174600-115174746,115174600,0,chr5,112850377,HUVEC|chr5:112849217-112850377,112849217,,,,,,
,chr5,644565.0,173400000,HUVEC|chr5:173399836-173400000,173399836,0,chr5,172756590,HUVEC|chr5:172754116-172756590,172754116,,,,,,
,chr5,2257956.5,55497088,HUVEC|chr5:55496807-55497088,55496807,0,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,,,,,,
,chr5,820777.5,54469800,HUVEC|chr5:54469201-54469800,54469201,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,1477204.5,53813347,HUVEC|chr5:53812800-53813347,53812800,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,2273045.5,55482241,HUVEC|chr5:55481476-55482241,55481476,0,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,,,,,,
,chr5,2268439.0,55487131,HUVEC|chr5:55485799-55487131,55485799,0,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,,,,,,
,chr5,12292.0,54469097,HUVEC|chr5:54468220-54469097,54468220,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,1716522.5,139621724,HUVEC|chr5:139621200-139621724,139621200,0,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,,,,,,
,chr5,839404.5,54452008,HUVEC|chr5:54449739-54452008,54449739,0,chr5,55292010,HUVEC|chr5:55288546-55292010,55288546,,,,,,
,chr5,2276720.5,95199101,HUVEC|chr5:95192751-95199101,95192751,0,chr5,92920358,HUVEC|chr5:92918053-92920358,92918053,,,,,,
,chr5,2326422.5,56782957,HUVEC|chr5:56782621-56782957,56782621,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,12047.0,139737749,HUVEC|chr5:139737450-139737749,139737450,0,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,,,,,,
,chr5,2478394.5,141071600,HUVEC|chr5:141071520-141071600,141071520,0,chr5,143550597,HUVEC|chr5:143549312-143550597,143549312,,,,,,
,chr5,2343014.0,56799400,HUVEC|chr5:56799361-56799400,56799361,0,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,,,,,,
,chr5,2354893.0,142383166,HUVEC|chr5:142381198-142383166,142381198,0,chr5,140027965,HUVEC|chr5:140026613-140027965,140026613,,,,,,
,chr5,269114.0,172142975,HUVEC|chr5:172141336-172142975,172141336,0,chr5,172411967,HUVEC|chr5:172410572-172411967,172410572,,,,,,
,chr5,1600385.0,139737749,HUVEC|chr5:139737450-139737749,139737450,0,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,,,,,,
,chr6,2056177.5,44075354,HUVEC|chr6:44074000-44075354,44074000,0,chr6,42018898,HUVEC|chr6:42018101-42018898,42018101,,,,,,
,chr6,1796855.5,138910381,HUVEC|chr6:138910264-138910381,138910264,0,chr6,137114397,HUVEC|chr6:137112537-137114397,137112537,,,,,,
,chr6,894282.0,151138730,HUVEC|chr6:151138400-151138730,151138400,0,chr6,150244489,HUVEC|chr6:150244077-150244489,150244077,,,,,,
,chr6,2215675.5,3827641,HUVEC|chr6:3826200-3827641,3826200,0,chr6,1611828,HUVEC|chr6:1610662-1611828,1610662,,,,,,
,chr6,1726556.0,42012437,HUVEC|chr6:42012081-42012437,42012081,0,chr6,43740270,HUVEC|chr6:43737360-43740270,43737360,,,,,,
,chr6,2008452.0,78004495,HUVEC|chr6:78001180-78004495,78001180,0,chr6,75995320,HUVEC|chr6:75993451-75995320,75993451,,,,,,
,chr6,1709341.5,26066573,HUVEC|chr6:26066475-26066573,26066475,0,chr6,27776816,HUVEC|chr6:27774915-27776816,27774915,,,,,,
,chr6,94014.0,30783196,HUVEC|chr6:30780716-30783196,30780716,0,chr6,30876383,HUVEC|chr6:30875557-30876383,30875557,,,,,,
,chr6,2376227.5,3987821,HUVEC|chr6:3987124-3987821,3987124,0,chr6,1611828,HUVEC|chr6:1610662-1611828,1610662,,,,,,
,chr6,390837.5,138919321,HUVEC|chr6:138916908-138919321,138916908,0,chr6,139309619,HUVEC|chr6:139308285-139309619,139308285,,,,,,
,chr6,2385992.5,28325415,HUVEC|chr6:28324400-28325415,28324400,0,chr6,30712600,HUVEC|chr6:30709200-30712600,30709200,,,,,,
,chr6,720011.0,37673619,HUVEC|chr6:37673600-37673619,37673600,0,chr6,36954704,HUVEC|chr6:36952493-36954704,36952493,,,,,,
,chr6,641882.5,52927199,HUVEC|chr6:52927000-52927199,52927000,0,chr6,52285945,HUVEC|chr6:52284489-52285945,52284489,,,,,,
,chr6,2201631.5,42014000,HUVEC|chr6:42012799-42014000,42012799,0,chr6,44216175,HUVEC|chr6:44213887-44216175,44213887,,,,,,
,chr6,459887.5,52400200,HUVEC|chr6:52399600-52400200,52399600,0,chr6,52860770,HUVEC|chr6:52858805-52860770,52858805,,,,,,
,chr6,2308231.0,41907400,HUVEC|chr6:41906200-41907400,41906200,0,chr6,44216175,HUVEC|chr6:44213887-44216175,44213887,,,,,,
,chr6,185159.5,44040192,HUVEC|chr6:44039362-44040192,44039362,0,chr6,44225600,HUVEC|chr6:44224273-44225600,44224273,,,,,,
,chr6,2319551.5,44075354,HUVEC|chr6:44074000-44075354,44074000,0,chr6,41756038,HUVEC|chr6:41754213-41756038,41754213,,,,,,
,chr6,228014.0,150162154,HUVEC|chr6:150162047-150162154,150162047,0,chr6,150390562,HUVEC|chr6:150389667-150390562,150389667,,,,,,
,chr6,948783.0,16332808,HUVEC|chr6:16332800-16332808,16332800,0,chr6,17281633,HUVEC|chr6:17281541-17281633,17281541,,,,,,
,chr6,460724.5,31172222,HUVEC|chr6:31171027-31172222,31171027,0,chr6,30712600,HUVEC|chr6:30709200-30712600,30709200,,,,,,
,chr6,1984897.5,41754200,HUVEC|chr6:41753635-41754200,41753635,0,chr6,43740270,HUVEC|chr6:43737360-43740270,43737360,,,,,,
,chr6,1085427.5,17847400,HUVEC|chr6:17846806-17847400,17846806,0,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,,,,,,
,chr6,538575.0,17584691,HUVEC|chr6:17583883-17584691,17583883,0,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,,,,,,
,chr6,45002.0,35266092,HUVEC|chr6:35265600-35266092,35265600,0,chr6,35311477,HUVEC|chr6:35310219-35311477,35310219,,,,,,
,chr6,1790362.0,16332800,HUVEC|chr6:16332200-16332800,16332200,0,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,,,,,,
,chr6,1647806.0,2103432,HUVEC|chr6:2103400-2103432,2103400,0,chr6,3754400,HUVEC|chr6:3748044-3754400,3748044,,,,,,
,chr6,1938661.5,76234789,HUVEC|chr6:76233707-76234789,76233707,0,chr6,78174498,HUVEC|chr6:78171321-78174498,78171321,,,,,,
,chr6,2286397.0,44041800,HUVEC|chr6:44041245-44041800,44041245,0,chr6,41756038,HUVEC|chr6:41754213-41756038,41754213,,,,,,
,chr6,2213113.5,3825400,HUVEC|chr6:3823317-3825400,3823317,0,chr6,1611828,HUVEC|chr6:1610662-1611828,1610662,,,,,,
,chr6,565516.0,17847400,HUVEC|chr6:17846806-17847400,17846806,0,chr6,17281633,HUVEC|chr6:17281541-17281633,17281541,,,,,,
,chr6,1636814.0,2114939,HUVEC|chr6:2113877-2114939,2113877,0,chr6,3754400,HUVEC|chr6:3748044-3754400,3748044,,,,,,
,chr6,1438892.0,26337000,HUVEC|chr6:26336947-26337000,26336947,0,chr6,27776816,HUVEC|chr6:27774915-27776816,27774915,,,,,,
,chr6,2164654.0,28323200,HUVEC|chr6:28321800-28323200,28321800,0,chr6,26159810,HUVEC|chr6:26155882-26159810,26155882,,,,,,
,chr6,330256.5,30788429,HUVEC|chr6:30787488-30788429,30787488,0,chr6,30458439,HUVEC|chr6:30456965-30458439,30456965,,,,,,
,chr6,891788.5,151136200,HUVEC|chr6:151135943-151136200,151135943,0,chr6,150244489,HUVEC|chr6:150244077-150244489,150244077,,,,,,
,chr6,1931008.5,26173857,HUVEC|chr6:26173800-26173857,26173800,0,chr6,28105614,HUVEC|chr6:28104060-28105614,28104060,,,,,,
,chr6,743486.0,36725863,HUVEC|chr6:36722500-36725863,36722500,0,chr6,37468164,HUVEC|chr6:37467171-37468164,37467171,,,,,,
,chr6,1804647.5,138919321,HUVEC|chr6:138916908-138919321,138916908,0,chr6,137114397,HUVEC|chr6:137112537-137114397,137112537,,,,,,
,chr6,1767801.5,26337071,HUVEC|chr6:26337000-26337071,26337000,0,chr6,28105614,HUVEC|chr6:28104060-28105614,28104060,,,,,,
,chr6,2005945.5,78000984,HUVEC|chr6:77999678-78000984,77999678,0,chr6,75995320,HUVEC|chr6:75993451-75995320,75993451,,,,,,
,chr6,2209747.5,42015200,HUVEC|chr6:42015178-42015200,42015178,0,chr6,44225600,HUVEC|chr6:44224273-44225600,44224273,,,,,,
,chr6,1718529.0,26057673,HUVEC|chr6:26057000-26057673,26057000,0,chr6,27776816,HUVEC|chr6:27774915-27776816,27774915,,,,,,
,chr6,1647909.5,2103400,HUVEC|chr6:2103225-2103400,2103225,0,chr6,3754400,HUVEC|chr6:3748044-3754400,3748044,,,,,,
,chr6,1790743.5,16332200,HUVEC|chr6:16332037-16332200,16332037,0,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,,,,,,
,chr6,2125963.5,136969275,HUVEC|chr6:136968309-136969275,136968309,0,chr6,139095335,HUVEC|chr6:139094176-139095335,139094176,,,,,,
,chr6,454520.5,52405546,HUVEC|chr6:52404988-52405546,52404988,0,chr6,52860770,HUVEC|chr6:52858805-52860770,52858805,,,,,,
,chr6,2253578.5,37673800,HUVEC|chr6:37673739-37673800,37673739,0,chr6,35420445,HUVEC|chr6:35419937-35420445,35419937,,,,,,
,chr6,86264.5,30789934,HUVEC|chr6:30789477-30789934,30789477,0,chr6,30876383,HUVEC|chr6:30875557-30876383,30875557,,,,,,
,chr6,587155.0,27125871,HUVEC|chr6:27125000-27125871,27125000,0,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,,,,,,
,chr6,575883.0,52861400,HUVEC|chr6:52860800-52861400,52860800,0,chr6,52285945,HUVEC|chr6:52284489-52285945,52284489,,,,,,
,chr6,608419.5,27147000,HUVEC|chr6:27146400-27147000,27146400,0,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,,,,,,
,chr6,2317574.5,44073400,HUVEC|chr6:44072000-44073400,44072000,0,chr6,41756038,HUVEC|chr6:41754213-41756038,41754213,,,,,,
,chr6,2228218.0,113426106,HUVEC|chr6:113423463-113426106,113423463,0,chr6,111197953,HUVEC|chr6:111195180-111197953,111195180,,,,,,
,chr6,711043.0,37665683,HUVEC|chr6:37663600-37665683,37663600,0,chr6,36954704,HUVEC|chr6:36952493-36954704,36952493,,,,,,
,chr6,2169560.0,31047665,HUVEC|chr6:31047414-31047665,31047414,0,chr6,33218000,HUVEC|chr6:33216199-33218000,33216199,,,,,,
,chr6,729593.5,36738548,HUVEC|chr6:36737600-36738548,36737600,0,chr6,37468164,HUVEC|chr6:37467171-37468164,37467171,,,,,,
,chr6,276667.5,26333000,HUVEC|chr6:26331800-26333000,26331800,0,chr6,26057000,HUVEC|chr6:26054465-26057000,26054465,,,,,,
,chr6,328913.5,30786959,HUVEC|chr6:30786272-30786959,30786272,0,chr6,30458439,HUVEC|chr6:30456965-30458439,30456965,,,,,,
,chr6,221276.5,150169401,HUVEC|chr6:150168275-150169401,150168275,0,chr6,150390562,HUVEC|chr6:150389667-150390562,150389667,,,,,,
,chr6,2388400.0,28323200,HUVEC|chr6:28321800-28323200,28321800,0,chr6,30712600,HUVEC|chr6:30709200-30712600,30709200,,,,,,
,chr6,2087281.0,78004495,HUVEC|chr6:78001180-78004495,78001180,0,chr6,75915987,HUVEC|chr6:75915126-75915987,75915126,,,,,,
,chr6,1303990.5,36725863,HUVEC|chr6:36722500-36725863,36722500,0,chr6,35420445,HUVEC|chr6:35419937-35420445,35419937,,,,,,
,chr6,1786627.0,28325415,HUVEC|chr6:28324400-28325415,28324400,0,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,,,,,,
,chr6,2246354.5,37667181,HUVEC|chr6:37665910-37667181,37665910,0,chr6,35420445,HUVEC|chr6:35419937-35420445,35419937,,,,,,
,chr6,2202378.5,35265386,HUVEC|chr6:35265192-35265386,35265192,0,chr6,37468164,HUVEC|chr6:37467171-37468164,37467171,,,,,,
,chr6,393738.0,138916428,HUVEC|chr6:138914000-138916428,138914000,0,chr6,139309619,HUVEC|chr6:139308285-139309619,139308285,,,,,,
,chr6,2048119.5,35419937,HUVEC|chr6:35419159-35419937,35419159,0,chr6,37468164,HUVEC|chr6:37467171-37468164,37467171,,,,,,
,chr6,2043237.0,26066573,HUVEC|chr6:26066475-26066573,26066475,0,chr6,28110224,HUVEC|chr6:28109298-28110224,28109298,,,,,,
,chr6,277387.5,31047665,HUVEC|chr6:31047414-31047665,31047414,0,chr6,31325117,HUVEC|chr6:31324737-31325117,31324737,,,,,,
,chr6,1724683.0,42014264,HUVEC|chr6:42014000-42014264,42014000,0,chr6,43740270,HUVEC|chr6:43737360-43740270,43737360,,,,,,
,chr6,1077343.0,17839068,HUVEC|chr6:17838969-17839068,17838969,0,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,,,,,,
,chr6,567127.0,17848828,HUVEC|chr6:17848600-17848828,17848600,0,chr6,17281633,HUVEC|chr6:17281541-17281633,17281541,,,,,,
,chr6,890746.0,151135106,HUVEC|chr6:151134952-151135106,151134952,0,chr6,150244489,HUVEC|chr6:150244077-150244489,150244077,,,,,,
,chr6,364452.0,26173857,HUVEC|chr6:26173800-26173857,26173800,0,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,,,,,,
,chr6,2052424.5,26057673,HUVEC|chr6:26057000-26057673,26057000,0,chr6,28110224,HUVEC|chr6:28109298-28110224,28109298,,,,,,
,chr6,251518.0,138843468,HUVEC|chr6:138843007-138843468,138843007,0,chr6,139095335,HUVEC|chr6:139094176-139095335,139094176,,,,,,
,chr6,44440.0,139139424,HUVEC|chr6:139138967-139139424,139138967,0,chr6,139095335,HUVEC|chr6:139094176-139095335,139094176,,,,,,
,chr6,1647049.5,2104730,HUVEC|chr6:2103615-2104730,2103615,0,chr6,3754400,HUVEC|chr6:3748044-3754400,3748044,,,,,,
,chr6,2285403.5,44040600,HUVEC|chr6:44040458-44040600,44040458,0,chr6,41756038,HUVEC|chr6:41754213-41756038,41754213,,,,,,
,chr6,2286886.0,44042223,HUVEC|chr6:44041800-44042223,44041800,0,chr6,41756038,HUVEC|chr6:41754213-41756038,41754213,,,,,,
,chr6,1076745.0,17838641,HUVEC|chr6:17838200-17838641,17838200,0,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,,,,,,
,chr6,324254.0,30783196,HUVEC|chr6:30780716-30783196,30780716,0,chr6,30458439,HUVEC|chr6:30456965-30458439,30456965,,,,,,
,chr6,1087038.5,17848828,HUVEC|chr6:17848600-17848828,17848600,0,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,,,,,,
,chr6,986754.0,27144800,HUVEC|chr6:27144400-27144800,27144400,0,chr6,26159810,HUVEC|chr6:26155882-26159810,26155882,,,,,,
,chr6,1459635.0,136969275,HUVEC|chr6:136968309-136969275,136968309,0,chr6,138428841,HUVEC|chr6:138428013-138428841,138428013,,,,,,
,chr6,329528.0,31040676,HUVEC|chr6:31040180-31040676,31040180,0,chr6,30712600,HUVEC|chr6:30709200-30712600,30709200,,,,,,
,chr6,228419.5,150161741,HUVEC|chr6:150161649-150161741,150161649,0,chr6,150390562,HUVEC|chr6:150389667-150390562,150389667,,,,,,
,chr6,365293.5,30511153,HUVEC|chr6:30510200-30511153,30510200,0,chr6,30876383,HUVEC|chr6:30875557-30876383,30875557,,,,,,
,chr6,172626.5,26330545,HUVEC|chr6:26330400-26330545,26330400,0,chr6,26159810,HUVEC|chr6:26155882-26159810,26155882,,,,,,
,chr6,494003.0,138922948,HUVEC|chr6:138921912-138922948,138921912,0,chr6,138428841,HUVEC|chr6:138428013-138428841,138428013,,,,,,
,chr6,520692.5,52405800,HUVEC|chr6:52405686-52405800,52405686,0,chr6,52926899,HUVEC|chr6:52925972-52926899,52925972,,,,,,
,chr6,249407.5,138845523,HUVEC|chr6:138845173-138845523,138845173,0,chr6,139095335,HUVEC|chr6:139094176-139095335,139094176,,,,,,
,chr6,522410.0,52404083,HUVEC|chr6:52403968-52404083,52403968,0,chr6,52926899,HUVEC|chr6:52925972-52926899,52925972,,,,,,
,chr6,1784282.0,16339946,HUVEC|chr6:16337214-16339946,16337214,0,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,,,,,,
,chr7,1249836.0,25887225,HUVEC|chr7:25887133-25887225,25887133,0,chr7,27138800,HUVEC|chr7:27135230-27138800,27135230,,,,,,
,chr7,422138.0,26714923,HUVEC|chr7:26714831-26714923,26714831,0,chr7,27138800,HUVEC|chr7:27135230-27138800,27135230,,,,,,
,chr7,2491002.5,92275751,HUVEC|chr7:92274009-92275751,92274009,0,chr7,89784351,HUVEC|chr7:89783404-89784351,89783404,,,,,,
,chr7,21489.5,27179000,HUVEC|chr7:27172453-27179000,27172453,0,chr7,27197797,HUVEC|chr7:27196635-27197797,27196635,,,,,,
,chr7,474413.0,26707133,HUVEC|chr7:26707041-26707133,26707041,0,chr7,27184000,HUVEC|chr7:27179000-27184000,27179000,,,,,,
,chr7,2471118.5,92255566,HUVEC|chr7:92254426-92255566,92254426,0,chr7,89784351,HUVEC|chr7:89783404-89784351,89783404,,,,,,
,chr7,966394.0,28147953,HUVEC|chr7:28147835-28147953,28147835,0,chr7,27184000,HUVEC|chr7:27179000-27184000,27179000,,,,,,
,chr7,342654.5,25897600,HUVEC|chr7:25897400-25897600,25897400,0,chr7,26242569,HUVEC|chr7:26237740-26242569,26237740,,,,,,
,chr7,2346650.0,47498389,HUVEC|chr7:47497291-47498389,47497291,0,chr7,45151837,HUVEC|chr7:45150543-45151837,45150543,,,,,,
,chr7,522060.0,25894193,HUVEC|chr7:25894000-25894193,25894000,0,chr7,26416951,HUVEC|chr7:26415362-26416951,26415362,,,,,,
,chr7,1731510.5,28147743,HUVEC|chr7:28147591-28147743,28147591,0,chr7,26416951,HUVEC|chr7:26415362-26416951,26415362,,,,,,
,chr7,1579115.5,41230690,HUVEC|chr7:41226406-41230690,41226406,0,chr7,39650465,HUVEC|chr7:39648400-39650465,39648400,,,,,,
,chr7,440061.5,40089773,HUVEC|chr7:40089215-40089773,40089215,0,chr7,39650465,HUVEC|chr7:39648400-39650465,39648400,,,,,,
,chr7,1404834.0,40339350,HUVEC|chr7:40336463-40339350,40336463,0,chr7,41742800,HUVEC|chr7:41742681-41742800,41742681,,,,,,
,chr7,763598.5,27960976,HUVEC|chr7:27960653-27960976,27960653,0,chr7,27197797,HUVEC|chr7:27196635-27197797,27196635,,,,,,
,chr7,469129.5,26723348,HUVEC|chr7:26723058-26723348,26723058,0,chr7,27194265,HUVEC|chr7:27190400-27194265,27190400,,,,,,
,chr7,11516.0,27187400,HUVEC|chr7:27184000-27187400,27184000,0,chr7,27197797,HUVEC|chr7:27196635-27197797,27196635,,,,,,
,chr7,2433771.0,90032600,HUVEC|chr7:90032400-90032600,90032400,0,chr7,92466763,HUVEC|chr7:92465779-92466763,92465779,,,,,,
,chr7,172383.0,26413200,HUVEC|chr7:26411875-26413200,26411875,0,chr7,26242569,HUVEC|chr7:26237740-26242569,26237740,,,,,,
,chr7,1326926.5,25897600,HUVEC|chr7:25897400-25897600,25897400,0,chr7,27226125,HUVEC|chr7:27222728-27226125,27222728,,,,,,
,chr7,656706.0,26898200,HUVEC|chr7:26895521-26898200,26895521,0,chr7,26242569,HUVEC|chr7:26237740-26242569,26237740,,,,,,
,chr7,524156.5,25892400,HUVEC|chr7:25891600-25892400,25891600,0,chr7,26416951,HUVEC|chr7:26415362-26416951,26415362,,,,,,
